window_size	method	k	silhouette	within_cluster_dispersion	between_cluster_distance	cluster_sizes	transition_count	segment_fragmentation
200	contiguous_segmentation	14	-0.01887355976952249	0.7292925593295904	0.7385537709414712	5,117,199,155,127,235,107,34,308,60,204,31,187,407	13	1
200	k_medoids	15	0.010173502859682427	0.7182626120578528	0.7398059241991728	367,13,53,95,37,361,190,137,87,12,207,265,71,51,230	165	11.066666666666666
200	contiguous_segmentation	15	-0.01964411990016638	0.7293079249426281	0.7385284244302951	5,117,199,155,127,97,138,107,34,308,60,204,31,187,407	14	1
500	k_medoids	2	0.010343433618306044	0.6089500134243088	0.6153799286870806	490,375	48	24.5
500	contiguous_segmentation	2	0.012536557078298961	0.6053064175108219	0.6130330734445595	622,243	1	1
500	k_medoids	3	0.03287211859898399	0.5992756770817289	0.623450818489119	535,306,24	36	12.333333333333334
500	contiguous_segmentation	3	0.013949528919025917	0.6014759009497461	0.6136298002697177	5,617,243	2	1
500	k_medoids	4	0.03061296973544985	0.5982722819018728	0.6308491571225945	637,24,126,78	28	7.25
500	contiguous_segmentation	4	0.0013264199827224782	0.5971323290737359	0.611813284473663	5,617,181,62	3	1
500	k_medoids	5	0.02072195575395429	0.5932584184665912	0.6180323658953965	263,114,296,169,23	64	13
500	contiguous_segmentation	5	0.009648924988248332	0.5919733190634755	0.6143762583011697	5,479,138,181,62	4	1
